state_name,month_of_crash,timestamp_of_crash,latitude,longitude,route_signing_name,first_harmful_event_name,number_of_fatalities,number_of_drunk_drivers,age,sex,person_type_name,police_reported_alcohol_involvement,police_reported_drug_involvement,non_motorist_safety_equipment_use
North Carolina,5,2016-05-15 20:55:00 UTC,35.54775556,-82.60653889,Interstate,Pedestrian,1,0,42,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,5,2016-05-27 23:18:00 UTC,35.23365556,-80.84271667,Local Street – Municipality,Pedestrian,1,0,35,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-01 23:36:00 UTC,36.08415833,-79.97071944,Interstate,Pedestrian,1,0,27,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,9,2016-09-26 19:56:00 UTC,36.38790278,-77.60161111,State Highway,Pedestrian,1,0,29,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,9,2016-09-26 19:56:00 UTC,36.38790278,-77.60161111,State Highway,Pedestrian,1,0,2,Female,Passenger of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,6,2016-06-14 03:45:00 UTC,34.863275,-80.55396111,State Highway,Pedestrian,1,0,69,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-21 01:52:00 UTC,34.23129722,-77.91806944,Local Street – Municipality,Pedalcyclist,1,0,18,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-19 01:01:00 UTC,35.28355556,-81.46755278,State Highway,Pedestrian,1,0,17,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-19 01:01:00 UTC,35.28355556,-81.46755278,State Highway,Pedestrian,1,0,17,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,6,2016-06-09 01:40:00 UTC,35.31863333,-83.17791944,County Road,Pedestrian,1,0,23,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-09 03:51:00 UTC,36.08045556,-79.52801667,U.S. Highway,Pedestrian,1,0,61,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,6,2016-06-09 01:40:00 UTC,35.31863333,-83.17791944,County Road,Pedestrian,1,0,20,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,3,2016-03-19 01:01:00 UTC,35.28355556,-81.46755278,State Highway,Pedestrian,1,0,39,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,3,2016-03-19 01:01:00 UTC,35.28355556,-81.46755278,State Highway,Pedestrian,1,0,39,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,12,2016-12-30 19:26:00 UTC,35.60627222,-82.35636944,U.S. Highway,Pedestrian,1,0,41,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-19 01:01:00 UTC,35.28355556,-81.46755278,State Highway,Pedestrian,1,0,15,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,3,2016-03-19 01:01:00 UTC,35.28355556,-81.46755278,State Highway,Pedestrian,1,0,15,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,12,2016-12-17 01:53:00 UTC,35.983025,-79.07323056,Interstate,Guardrail Face,1,1,23,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-21 01:52:00 UTC,34.23129722,-77.91806944,Local Street – Municipality,Pedalcyclist,1,0,39,Male,Passenger of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-25 17:57:00 UTC,35.80633056,-81.78758056,State Highway,Mail Box,1,0,17,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-19 01:01:00 UTC,35.28355556,-81.46755278,State Highway,Pedestrian,1,0,68,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,3,2016-03-19 01:01:00 UTC,35.28355556,-81.46755278,State Highway,Pedestrian,1,0,68,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,8,2016-08-21 01:52:00 UTC,34.23129722,-77.91806944,Local Street – Municipality,Pedalcyclist,1,0,18,Female,Passenger of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-07 10:27:00 UTC,35.71831667,-81.34288889,U.S. Highway,Pedestrian,1,0,23,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,1,2016-01-09 20:48:00 UTC,35.81296389,-80.26355556,Local Street – Municipality,Pedestrian,1,0,29,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,7,2016-07-20 19:17:00 UTC,35.58663611,-80.87420833,Local Street – Municipality,Pedestrian,1,1,30,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,7,2016-07-20 19:17:00 UTC,35.58663611,-80.87420833,Local Street – Municipality,Pedestrian,1,1,30,Male,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),Yes (Drugs Involved),None Used
North Carolina,11,2016-11-09 22:29:00 UTC,35.94066667,-78.82184444,U.S. Highway,Pedestrian,1,0,57,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,11,2016-11-09 22:29:00 UTC,35.94066667,-78.82184444,U.S. Highway,Pedestrian,1,0,57,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,2,2016-02-05 19:06:00 UTC,33.95605278,-78.43994167,U.S. Highway,Pedestrian,1,0,62,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,2,2016-02-05 20:27:00 UTC,35.25016667,-78.515375,State Highway,Pedestrian,1,0,17,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,2,2016-02-05 20:27:00 UTC,35.25016667,-78.515375,State Highway,Pedestrian,1,0,24,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,2,2016-02-05 20:27:00 UTC,35.25016667,-78.515375,State Highway,Pedestrian,1,0,18,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-01 15:20:00 UTC,35.08336667,-79.014225,Local Street – Municipality,Pedestrian,1,0,53,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,11,2016-11-25 19:40:00 UTC,35.88983611,-77.82143889,U.S. Highway,Pedestrian,1,0,35,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,9,2016-09-13 21:06:00 UTC,34.90185556,-79.07363056,State Highway,Pedalcyclist,1,0,38,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-27 11:17:00 UTC,35.76823889,-78.61435556,Local Street – Municipality,Non-Motorist on Personal Conveyance,1,0,37,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-21 01:52:00 UTC,34.23129722,-77.91806944,Local Street – Municipality,Pedalcyclist,1,0,38,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,8,2016-08-21 01:52:00 UTC,34.23129722,-77.91806944,Local Street – Municipality,Pedalcyclist,1,0,43,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,9,2016-09-18 10:13:00 UTC,36.01992222,-80.39928333,U.S. Highway,Pedestrian,1,0,92,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-26 21:08:00 UTC,35.16627778,-77.15990833,State Highway,Pedestrian,1,0,27,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,3,2016-03-26 21:08:00 UTC,35.16627778,-77.15990833,State Highway,Pedestrian,1,0,8,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,3,2016-03-26 21:08:00 UTC,35.16627778,-77.15990833,State Highway,Pedestrian,1,0,9,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,3,2016-03-26 21:08:00 UTC,35.16627778,-77.15990833,State Highway,Pedestrian,1,0,32,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-06 04:03:00 UTC,35.30699444,-80.69548611,Interstate,Pedestrian,1,0,25,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,11,2016-11-04 20:18:00 UTC,35.24802778,-80.78493889,Local Street – Municipality,Pedestrian,1,0,67,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,11,2016-11-06 18:09:00 UTC,36.48951944,-80.61866944,U.S. Highway,Pedestrian,1,0,56,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-09 21:08:00 UTC,36.43373333,-77.63683333,U.S. Highway,Pedestrian,1,0,37,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,12,2016-12-09 21:08:00 UTC,36.43373333,-77.63683333,U.S. Highway,Pedestrian,1,0,37,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,11,2016-11-11 12:42:00 UTC,35.99559167,-78.89673889,U.S. Highway,Pedestrian,1,0,58,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-22 18:55:00 UTC,35.22389167,-80.88325278,Local Street – Municipality,Pedestrian,1,0,35,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-14 08:15:00 UTC,35.29480833,-80.65529722,Local Street – Township,Pedestrian,1,0,16,Female,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),Unknown (Police Reported),None Used
North Carolina,10,2016-10-05 11:40:00 UTC,35.20388333,-80.75036111,Local Street – Municipality,Pedestrian,1,0,33,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,1,2016-01-03 22:41:00 UTC,34.7718,-77.40826389,Local Street – Municipality,Pedestrian,1,0,34,Female,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-27 17:53:00 UTC,35.84013056,-78.61428611,Local Street – Municipality,Pedestrian,1,0,77,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,6,2016-06-11 23:41:00 UTC,35.98373333,-77.78496389,U.S. Highway,Pedestrian,1,0,19,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,12,2016-12-27 17:53:00 UTC,35.84013056,-78.61428611,Local Street – Municipality,Pedestrian,1,0,62,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-02 20:46:00 UTC,35.1961,-78.36411111,State Highway,Non-Motorist on Personal Conveyance,1,0,15,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-02 20:46:00 UTC,35.1961,-78.36411111,State Highway,Non-Motorist on Personal Conveyance,1,0,13,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,6,2016-06-11 23:41:00 UTC,35.98373333,-77.78496389,U.S. Highway,Pedestrian,1,0,20,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-14 20:00:00 UTC,35.87074444,-78.58042778,Local Street – Municipality,Pedestrian,1,0,24,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,2,2016-02-04 23:42:00 UTC,35.86794444,-78.62089444,Local Street – Municipality,Pedestrian,1,0,35,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-17 01:53:00 UTC,35.983025,-79.07323056,Interstate,Guardrail Face,1,1,34,Male,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),Yes (Drugs Involved),None Used
North Carolina,6,2016-06-03 20:56:00 UTC,35.91183611,-78.78099444,U.S. Highway,Pedestrian,1,0,37,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,2,2016-02-04 23:42:00 UTC,35.86794444,-78.62089444,Local Street – Municipality,Pedestrian,1,0,22,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,6,2016-06-03 20:56:00 UTC,35.91183611,-78.78099444,U.S. Highway,Pedestrian,1,0,5,Male,Passenger of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,6,2016-06-03 20:56:00 UTC,35.91183611,-78.78099444,U.S. Highway,Pedestrian,1,0,7,Male,Passenger of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,6,2016-06-03 20:56:00 UTC,35.91183611,-78.78099444,U.S. Highway,Pedestrian,1,0,16,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,1,2016-01-27 18:14:00 UTC,35.944375,-78.11308333,Local Street – Township,Pedestrian,1,0,40,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,11,2016-11-03 21:38:00 UTC,35.45836667,-78.38865833,Interstate,Pedestrian,1,0,24,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-27 06:45:00 UTC,34.81713333,-80.393525,Local Street – Township,Pedestrian,1,0,30,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,7,2016-07-21 07:57:00 UTC,35.48556667,-78.87651389,County Road,Pedalcyclist,1,0,29,Male,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),Unknown (Police Reported),Helmet
North Carolina,7,2016-07-21 07:57:00 UTC,35.48556667,-78.87651389,County Road,Pedalcyclist,1,0,29,Male,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),Unknown (Police Reported),Lighting
North Carolina,7,2016-07-21 07:57:00 UTC,35.48556667,-78.87651389,County Road,Pedalcyclist,1,0,29,Male,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),Unknown (Police Reported),"Reflective Clothing (Jacket, Backpack, etc.)"
North Carolina,4,2016-04-24 12:31:00 UTC,35.23850278,-80.77686944,Local Street – Municipality,Pedestrian,1,0,32,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,2,2016-02-06 19:14:00 UTC,34.56475278,-79.03748333,State Highway,Pedestrian,1,0,45,Male,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),Not Reported,None Used
North Carolina,4,2016-04-19 13:31:00 UTC,35.19701111,-80.79177778,Local Street – Municipality,Pedestrian,1,0,41,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-09 02:10:00 UTC,35.03744722,-79.00936389,U.S. Highway,Pedestrian,1,1,27,Male,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
North Carolina,5,2016-05-15 21:26:00 UTC,35.73036944,-81.70368333,Local Street – Municipality,Pedestrian,1,0,21,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-29 19:17:00 UTC,34.7678,-77.48894444,U.S. Highway,Pedestrian,1,0,19,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-19 19:13:00 UTC,34.23527778,-77.94823611,Local Street – Municipality,Pedestrian,1,0,79,Male,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),No (Drugs Not Involved),None Used
North Carolina,4,2016-04-24 00:47:00 UTC,35.61873333,-77.60626667,U.S. Highway,Pedestrian,1,0,19,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,12,2016-12-18 17:51:00 UTC,34.460925,-78.09923611,Local Street – Municipality,Pedalcyclist,1,0,35,Female,Passenger of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-18 17:51:00 UTC,34.460925,-78.09923611,Local Street – Municipality,Pedalcyclist,1,0,35,Female,Passenger of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,1,2016-01-23 21:44:00 UTC,34.98629444,-80.52944722,U.S. Highway,Pedestrian,1,0,41,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,4,2016-04-24 00:47:00 UTC,35.61873333,-77.60626667,U.S. Highway,Pedestrian,1,0,49,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,5,2016-05-14 21:16:00 UTC,35.95029722,-79.97966944,Local Street – Municipality,Pedalcyclist,1,0,23,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,4,2016-04-24 00:47:00 UTC,35.61873333,-77.60626667,U.S. Highway,Pedestrian,1,0,24,Female,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),Not Reported,None Used
North Carolina,5,2016-05-14 21:16:00 UTC,35.95029722,-79.97966944,Local Street – Municipality,Pedalcyclist,1,0,31,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,4,2016-04-29 05:41:00 UTC,36.27695,-78.41441944,County Road,Pedestrian,1,0,44,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),Helmet
North Carolina,5,2016-05-14 21:16:00 UTC,35.95029722,-79.97966944,Local Street – Municipality,Pedalcyclist,1,0,41,Male,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),No (Drugs Not Involved),None Used
North Carolina,2,2016-02-02 20:07:00 UTC,35.27554722,-81.02770278,Local Street – Municipality,Pedestrian,1,1,52,Male,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
North Carolina,11,2016-11-25 18:27:00 UTC,35.43483611,-81.98208889,State Highway,Pedestrian,1,0,49,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-18 17:51:00 UTC,34.460925,-78.09923611,Local Street – Municipality,Pedalcyclist,1,0,36,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-18 17:51:00 UTC,34.460925,-78.09923611,Local Street – Municipality,Pedalcyclist,1,0,36,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,5,2016-05-14 21:16:00 UTC,35.95029722,-79.97966944,Local Street – Municipality,Pedalcyclist,1,0,29,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,5,2016-05-30 20:50:00 UTC,36.25948889,-75.88494167,State Highway,Pedestrian,1,0,69,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-05 06:45:00 UTC,34.89817778,-76.92892778,U.S. Highway,Pedestrian,1,0,45,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-01 20:36:00 UTC,34.56201389,-77.96256944,State Highway,Pedalcyclist,1,0,86,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,9,2016-09-21 22:01:00 UTC,36.13996667,-80.23953056,U.S. Highway,Pedestrian,1,0,50,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,11,2016-11-17 21:21:00 UTC,35.28228889,-81.18785,Local Street – Municipality,Pedestrian,1,0,35,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-01 23:36:00 UTC,36.08415833,-79.97071944,Interstate,Pedestrian,1,0,65,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,5,2016-05-26 05:04:00 UTC,35.64585556,-80.47673611,Interstate,Motor Vehicle in Transport,1,0,31,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-29 04:37:00 UTC,35.93958889,-78.81974167,U.S. Highway,Pedestrian,1,0,48,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,4,2016-04-02 11:47:00 UTC,35.26706667,-80.87270278,Interstate,Motor Vehicle in Transport,1,0,40,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,9,2016-09-28 08:09:00 UTC,35.17230278,-84.04955,State Highway,Pedestrian,1,0,26,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,6,2016-06-29 21:29:00 UTC,34.63635278,-78.633,Local Street – Municipality,Pedestrian,1,0,34,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-06 20:23:00 UTC,35.88050833,-75.58579722,State Highway,Pedalcyclist,1,0,48,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-29 19:17:00 UTC,34.7678,-77.48894444,U.S. Highway,Pedestrian,1,0,24,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,5,2016-05-29 21:14:00 UTC,35.14155833,-77.10315,State Highway,Pedestrian,1,0,17,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-21 01:52:00 UTC,34.23129722,-77.91806944,Local Street – Municipality,Pedalcyclist,1,0,71,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-30 07:12:00 UTC,34.20817778,-77.86045833,Local Street – Municipality,Pedestrian,1,0,57,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-05 00:44:00 UTC,35.30505556,-82.44481944,U.S. Highway,Pedestrian,1,0,19,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-28 21:44:00 UTC,35.27462778,-81.13774722,Local Street – Municipality,Pedestrian,1,0,21,Female,Driver of a Motor Vehicle In-Transport,Unknown (Police Reported),Not Reported,None Used
North Carolina,8,2016-08-19 04:53:00 UTC,35.97650556,-77.87881667,Interstate,Pedestrian,1,0,58,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-19 04:53:00 UTC,35.97650556,-77.87881667,Interstate,Pedestrian,1,0,8,Female,Passenger of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,9,2016-09-03 06:29:00 UTC,36.09873056,-78.29488889,State Highway,Pedestrian,1,0,42,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,11,2016-11-19 18:01:00 UTC,35.72016667,-78.65375556,U.S. Highway,Pedestrian,1,0,53,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-11 23:58:00 UTC,35.16246111,-80.7396,Local Street – Municipality,Pedestrian,1,0,38,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,2,2016-02-10 19:41:00 UTC,35.64658056,-77.36664444,State Highway,Pedestrian,1,0,2,Male,Passenger of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,9,2016-09-26 20:57:00 UTC,35.25716389,-81.245475,Local Street – Municipality,Pedestrian,1,0,38,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,7,2016-07-31 23:04:00 UTC,33.97986389,-78.400625,U.S. Highway,Pedestrian,1,0,21,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,9,2016-09-21 22:01:00 UTC,36.13996667,-80.23953056,U.S. Highway,Pedestrian,1,0,53,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,9,2016-09-21 22:01:00 UTC,36.13996667,-80.23953056,U.S. Highway,Pedestrian,1,0,23,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,7,2016-07-31 23:04:00 UTC,33.97986389,-78.400625,U.S. Highway,Pedestrian,1,0,23,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,2,2016-02-10 19:41:00 UTC,35.64658056,-77.36664444,State Highway,Pedestrian,1,0,22,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,11,2016-11-21 06:34:00 UTC,35.86022778,-78.70850556,Local Street – Municipality,Pedestrian,1,0,38,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,5,2016-05-14 21:16:00 UTC,35.95029722,-79.97966944,Local Street – Municipality,Pedalcyclist,1,0,54,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-23 09:29:00 UTC,35.922475,-80.25429444,State Highway,Pedestrian,1,0,78,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
